TargetID,bwa.multi.hit
cg00408231,0
cg00409000,0
cg00409480,0
cg00411843,0
cg00412010,0
cg00412368,0
cg00412554,0
cg00416689,0
cg00419390,0
cg00419509,0
cg00420018,0
cg00420717,0
cg00422452,0
cg00423014,0
cg00426668,0
cg00427681,0
cg00428012,0
cg00428314,0
cg00431602,0
cg00433220,0
cg00433890,0
cg00434413,0
cg00451631,0
cg00452819,0
cg00455738,0
cg00456723,0
cg00457389,0
cg00458505,0
cg00459767,0
cg00466309,0
cg00466819,0
cg00467547,0
cg00467854,0
cg00473051,0
cg00473354,0
cg00478198,0
cg00479885,0
cg00481999,0
cg00484111,0
cg00484940,0
cg00488364,0
cg00489811,0
cg00491350,0
cg00497084,0
cg00510327,0
cg00514746,0
cg00517765,0
cg00523465,0
cg00524424,0
cg00525383,0
cg00529027,0
cg00531965,0
cg00536175,0
cg00538420,0
cg00543604,0
cg00547789,0
cg00550141,0
cg00551957,0
cg00553200,0
cg00554969,0
cg00570097,0
cg00571700,0
cg00572146,0
cg00573298,0
cg00574800,0
cg00575851,0
cg00577623,0
cg00578645,0
cg00581583,0
cg00582864,0
cg00583618,0
cg00583858,0
cg00584971,0
cg00586014,0
cg00586321,0
cg00588456,0
cg00592494,0
cg00594844,0
cg00595610,0
cg00595697,0
cg00596686,0
cg00597858,0
cg00598664,0
cg00600110,0
cg00603890,0
cg00604086,0
cg00606069,0
cg00607036,0
cg00608151,0
cg00609239,0
cg00611101,0
cg00612628,0
cg00614938,0
cg00615010,0
cg00615738,0
cg00615794,0
cg00618396,0
cg00619443,0
cg00620602,0
cg00621925,0
cg00622384,0
cg00622389,0
cg00623388,0
cg00625743,0
cg00625841,0
cg00627024,0
cg00632130,0
cg00632374,0
cg00634642,0
cg00636562,0
cg00641092,0
cg00644637,0
cg00645049,0
cg00646140,0
cg00646659,0
cg00648125,0
cg00650640,0
cg00651446,1
cg00658396,0
cg00661180,0
cg00666173,0
cg00667781,0
cg00668426,0
cg00668694,0
cg00673020,0
cg00673685,0
cg00675244,0
cg00679603,0
cg00679726,0
cg00680081,0
cg00680673,0
cg00685229,0
cg00685925,0
cg00688681,0
cg00690049,0
cg00692892,0
cg00694968,0
cg00695046,0
cg00695324,0
cg00697812,0
cg00698744,0
cg00705055,0
cg00713642,0
cg00714323,0
cg00715011,0
cg00718129,0
cg00718858,0
cg00719224,0
cg00721658,0
cg00722467,0
cg00723034,0
cg00723973,0
cg00723997,0
cg00724728,0
cg00725777,0
cg00725912,0
cg00727483,0
cg00729461,0
cg00730224,0
cg00735876,0
cg00735883,0
cg00735885,0
cg00738702,0
cg00739467,0
cg00739582,0
cg00739787,0
cg00741717,0
cg00742240,0
cg00743068,0
cg00743412,0
cg00744851,0
cg00745293,0
cg00748144,0
cg00750740,0
cg00751785,0
cg00752874,0
cg00757453,0
cg00762681,0
cg00763315,0
cg00763725,0
cg00763907,0
cg00765686,0
cg00765885,0
cg00767637,0
cg00768158,0
cg00768439,0
cg00769064,0
cg00769799,0
cg00771185,0
cg00772918,0
cg00772962,1
cg00773875,0
cg00775115,0
cg00775286,0
cg00776430,0
cg00779763,0
cg00780578,0
cg00781047,0
cg00781978,0
cg00783137,0
cg00785877,0
cg00787015,0
cg00788815,0
cg00790086,0
cg00799224,0
cg00800095,0
cg00803922,0
cg00804510,0
cg00805116,0
cg00805156,0
cg00809111,0
cg00810519,0
cg00810883,0
cg00812293,0
cg00812634,0
cg00813142,0
cg00813156,0
cg00813765,0
cg00813999,0
cg00815013,0
cg00815770,0
cg00816548,0
cg00817749,0
cg00817885,0
cg00818649,0
cg00819012,0
cg00820131,0
cg00822942,0
cg00822998,0
cg00823357,0
cg00824273,0
cg00824714,0
cg00825441,0
cg00829575,0
cg00831032,0
cg00832136,0
cg00832270,0
cg00834229,0
cg00839572,0
cg00839869,0
cg00845806,0
cg00849191,0
cg00850648,0
cg00854925,0
cg00854963,0
cg00855706,0
cg00855923,0
cg00861899,0
cg00862041,0
cg00868980,0
cg00869298,0
cg00874863,0
cg00877056,0
cg00877150,0
cg00878023,0
cg00881203,0
cg00881487,0
cg00881557,0
cg00883449,0
cg00890110,0
cg00895705,0
cg00898159,0
cg00901211,0
cg00901375,0
cg00901393,0
cg00902308,0
cg00904184,0
cg00907920,0
cg00908601,0
cg00909097,0
cg00909388,0
cg00910720,0
cg00911398,0
cg00911962,0
cg00913945,0
cg00914218,0
cg00916680,1
cg00917018,0
cg00917362,1
cg00920314,0
cg00920537,0
cg00920960,0
cg00926894,0
cg00928753,0
cg00929476,0
cg00931201,0
cg00932276,0
cg00933162,0
cg00934057,0
cg00935394,0
cg00935924,0
cg00936342,0
cg00936349,0
cg00936435,0
cg00937263,0
cg00938039,0
cg00938641,0
cg00939965,0
cg00940232,0
cg00940287,0
cg00941549,0
cg00947275,0
cg00948677,0
cg00953793,0
cg00958651,0
cg00960300,0
cg00960898,0
cg00962635,0
cg00962799,0
cg00963467,0
cg00965330,0
cg00966524,0
cg00968475,0
cg00968771,0
cg00969573,0
cg00975326,0
cg00977690,0
cg00979376,0
cg00981643,0
cg00981879,0
cg00984611,0
cg00988678,0
cg00993140,0
cg00994038,0
cg00996177,0
cg00997174,0
cg00997875,0
cg01000789,0
cg01001959,0
cg01003197,0
cg01003813,1
cg01004447,0
cg01004805,0
cg01005760,0
cg01008082,0
cg01008919,0
cg01009686,0
cg01010298,0
cg01010618,0
cg01013491,0
cg01019600,0
cg01022618,0
cg01024350,0
cg01037726,0
cg01039990,0
cg01043588,0
cg01044189,0
cg01046746,0
cg01051089,0
cg01052065,0
cg01054612,0
cg01055931,0
cg01056373,0
cg01057599,0
cg01058588,0
cg01058688,0
cg01058932,0
cg01062269,0
cg01063406,0
cg01063768,0
cg01064194,0
cg01067505,0
cg01069311,0
cg01070223,0
cg01072750,0
cg01076406,0
cg01078565,0
cg01078706,0
cg01079126,0
cg01080552,0
cg01080862,0
cg01081720,0
cg01083397,0
cg01084328,0
cg01084827,0
cg01086868,0
cg01087287,0
cg01087775,0
cg01098518,0
cg01098871,0
cg01099541,0
cg01104131,0
cg01104810,0
cg01108554,0
cg01109012,0
cg01109660,0
cg01110418,0
cg01110765,0
cg01112232,0
cg01112452,0
cg01112624,0
cg01112702,0
cg01112930,0
cg01114138,0
cg01114504,0
cg01115560,0
cg01115636,0
cg01118900,0
cg01119520,0
cg01119763,0
cg01120006,0
cg01120894,0
cg01121830,0
cg01123965,0
cg01125381,0
cg01127291,0
cg01127586,0
cg01131699,0
cg01131961,0
cg01132485,0
cg01133413,0
cg01134144,0
cg01134497,0
cg01135626,0
cg01137368,0
cg01138740,0
cg01140782,0
cg01142317,0
cg01143780,0
cg01145939,0
cg01146870,0
cg01150083,0
cg01151305,0
cg01162841,0
cg01162900,0
cg01166930,0
cg01169440,0
cg01169463,0
cg01172484,0
cg01172526,0
cg01173474,0
cg01173508,0
cg01177664,0
cg01177972,0
cg01178063,0
cg01186310,0
cg01187510,0
cg01191578,0
cg01191832,1
cg01191902,0
cg01193954,0
cg01195014,0
cg01203948,0
cg01207481,0
cg01207755,0
cg01210880,0
cg01212429,0
cg01212677,0
cg01212903,0
cg01215061,1
cg01215118,0
cg01215761,0
cg01218690,0
cg01219451,1
cg01220513,0
cg01222180,0
cg01225298,0
cg01227136,0
cg01228667,0
cg01231576,0
cg01241836,0
cg01243226,0
cg01244877,0
cg01245531,0
cg01257202,0
cg01274846,0
cg01275664,0
cg01279057,0
cg01280366,0
cg01282374,0
cg01282661,0
cg01283227,0
cg01284128,0
cg01286388,0
cg01288367,0
cg01289637,0
cg01290688,0
cg01290869,1
cg01293271,0
cg01293417,0
cg01296971,0
cg01301326,0
cg01302641,0
cg01303569,0
cg01306265,0
cg01307615,0
cg01307742,0
cg01308913,0
cg01309671,0
cg01310267,0
cg01314643,0
cg01316390,0
cg01317752,0
cg01318188,0
cg01319581,0
cg01321220,0
cg01321830,0
cg01325935,0
cg01326358,0
cg01327767,0
cg01331780,0
cg01333849,0
cg01336098,0
cg01336631,0
cg01337545,0
cg01337817,0
cg01340520,0
cg01342901,0
cg01343084,0
cg01345087,0
cg01348758,0
cg01348942,0
cg01349336,0
cg01349480,0
cg01353347,0
cg01353788,0
cg01353903,0
cg01354447,0
cg01355242,0
cg01359309,0
cg01361446,0
cg01364253,0
cg01364818,0
cg01364907,0
cg01366378,0
cg01368763,0
cg01370077,0
cg01370179,0
cg01372422,0
cg01372992,0
cg01373750,0
cg01374431,0
cg01374885,0
cg01375263,0
cg01375994,0
cg01377936,0
cg01378112,0
cg01379263,0
cg01381545,0
cg01382771,0
cg01383228,0
cg01383599,0
cg01384686,0
cg01386236,0
cg01396530,0
cg01397290,0
cg01398148,0
cg01398859,0
cg01398912,0
cg01404374,0
cg01404988,0
cg01405303,0
cg01408260,0
cg01408383,0
cg01408682,0
cg01409685,0
cg01410230,0
cg01411845,0
cg01413240,0
cg01413291,0
cg01413492,0
cg01415112,0
cg01419069,0
cg01423027,0
cg01426251,0
cg01430241,0
cg01434723,0
cg01436914,0
cg01445307,0
cg01448525,0
cg01460974,0
cg01461762,0
cg01462040,0
cg01463832,0
cg01465073,0
cg01466335,0
cg01466576,0
cg01467086,0
cg01467249,0
cg01472026,0
cg01472347,0
cg01473187,0
cg01473525,0
cg01475387,0
cg01477427,0
cg01479413,0
cg01480550,0
cg01483252,0
cg01486020,0
cg01488378,0
cg01490258,0
cg01494339,0
cg01498090,0
cg01501252,0
cg01514943,0
cg01522249,0
cg01522335,0
cg01523763,0
cg01523865,0
cg01528616,0
cg01528835,0
cg01529679,0
cg01530162,0
cg01530521,0
cg01533115,0
cg01534758,0
cg01537968,0
cg01538344,0
cg01540386,0
cg01540916,0
cg01542035,0
cg01543116,0
cg01545419,0
cg01555661,0
cg01556010,0
cg01556112,0
cg01556519,0
cg01558501,0
cg01559064,0
cg01560464,0
cg01560885,0
cg01562833,0
cg01563671,0
cg01564045,0
cg01564333,0
cg01564693,0
cg01567000,0
cg01568488,0
cg01570817,1
cg01573544,0
cg01573782,0
cg01575816,0
cg01576669,0
cg01577514,1
cg01577745,0
cg01579322,0
cg01581349,0
cg01589255,0
cg01592490,0
cg01593269,0
cg01596349,0
cg01597947,0
cg01598357,0
cg01600123,0
cg01600263,0
cg01607721,0
cg01609611,0
cg01614387,0
cg01627510,0
cg01632517,0
cg01634761,0
cg01640808,0
cg01645836,0
cg01647019,0
cg01651728,0
cg01662650,0
cg01663055,0
cg01666573,0
cg01668271,0
cg01668907,0
cg01669374,0
cg01671070,0
cg01673454,0
cg01673753,0
cg01674874,0
cg01679167,0
cg01680245,0
cg01683788,0
cg01698523,0
cg01704778,0
cg01706033,0
cg01710449,0
cg01713430,0
cg01714671,0
cg01716666,0
cg01717812,0
cg01718602,0
cg01725669,0
cg01728536,0
cg01730177,0
cg01730928,0
cg01731542,0
cg01732428,0
cg01733439,0
cg01737010,0
cg01737421,0
cg01737550,0
cg01740135,0
cg01742164,0
cg01742836,0
cg01747155,0
cg01747278,0
cg01752030,0
cg01752898,0
cg01755224,0
cg01755617,0
cg01756638,0
cg01757402,0
cg01758418,0
cg01758988,0
cg01759889,0
cg01760027,0
cg01760227,0
cg01761453,0
cg01762011,0
cg01765758,0
cg01768144,0
cg01771673,0
cg01773478,0
cg01776229,0
cg01776396,0
cg01777017,0
cg01780361,0
cg01780412,0
cg01786460,0
cg01786967,0
cg01792733,0
cg01794548,0
cg01796247,0
cg01798163,0
cg01798375,0
cg01804836,0
cg01807688,0
cg01807728,0
cg01809408,0
cg01813224,0
cg01813276,0
cg01813294,0
cg01814152,0
cg01814235,0
cg01816615,0
cg01817069,0
cg01817230,0
cg01818727,0
cg01819787,1
cg01821005,0
cg01821772,0
cg01821906,0
cg01823238,0
cg01824095,0
cg01825872,0
cg01826283,0
cg01828434,0
cg01828474,0
cg01829822,0
cg01831199,0
cg01831944,0
cg01832419,0
cg01834528,0
cg01843978,0
cg01847754,0
cg01850541,0
cg01851385,0
cg01852560,0
cg01852992,0
cg01854931,0
cg01855997,0
cg01856640,0
cg01857253,0
cg01857704,0
cg01859586,0
cg01860821,0
cg01864032,0
cg01864404,0
cg01866066,0
cg01868753,0
cg01869765,0
cg01871025,0
cg01872771,0
cg01873087,0
cg01874426,0
cg01878825,0
cg01881753,0
cg01882566,0
cg01884384,0
cg01885202,0
cg01886630,0
cg01886810,0
cg01887353,0
cg01887803,0
cg01888389,0
cg01891172,0
cg01892695,0
cg01893797,0
cg01895141,1
cg01896298,0
cg01905377,0
cg01906102,1
cg01906946,0
cg01908742,0
cg01909378,0
cg01910452,0
cg01911846,0
cg01912769,0
cg01913024,0
cg01913196,0
cg01915804,0
cg01916066,0
cg01918534,0
cg01923531,0
cg01924074,0
cg01924982,0
cg01927625,0
cg01932223,0
cg01938887,0
cg01947226,0
cg01948589,0
cg01951307,0
cg01954531,0
cg01959381,0
cg01960534,0
cg01961936,0
cg01962233,0
cg01962414,0
cg01963147,0
cg01963258,0
cg01970554,0
cg01971322,0
cg01972979,0
cg01975035,0
cg01975591,0
cg01980778,0
cg01984250,0
cg01985071,0
cg01986775,0
cg01987196,0
cg01988541,0
cg01990106,0
cg01990433,0
cg01990854,0
cg01991530,0
cg01992935,0
cg01993928,0
cg01994890,0
cg01996723,0
cg01996818,0
cg01996909,0
cg01997410,0
cg01997953,0
cg01999076,0
cg01999212,0
cg02004156,0
cg02007259,0
cg02010442,0
cg02012821,0
cg02014085,0
cg02015411,0
cg02019068,0
cg02019635,0
cg02020018,0
cg02022247,0
cg02023473,0
cg02025065,0
cg02025206,0
cg02026371,0
cg02027189,0
cg02031392,0
cg02031980,0
cg02032561,0
cg02033323,0
cg02035698,0
cg02035866,0
cg02041067,0
cg02042142,0
cg02042698,0
cg02048654,0
cg02049865,0
cg02053896,0
cg02054710,0
cg02055404,0
cg02055547,0
cg02058632,0
cg02059755,0
cg02060618,0
cg02061213,0
cg02061906,0
cg02062238,0
cg02063752,0
cg02064569,0
cg02068976,0
cg02077027,0
cg02079156,0
cg02082650,0
cg02095003,0
cg02095995,0
cg02096520,0
cg02110822,0
cg02112649,0
cg02116333,0
cg02117996,0
cg02120013,0
cg02120046,0
cg02121672,0
cg02124059,0
cg02124085,0
cg02127807,0
cg02129889,0
cg02132188,0
cg02144050,0
cg02148711,0
cg02150469,0
cg02151408,0
cg02151779,0
cg02153534,0
cg02154531,0
cg02155675,1
cg02155838,0
cg02156712,0
cg02156782,0
cg02157475,0
cg02161125,0
cg02161824,0
cg02161919,0
cg02165720,0
cg02166322,0
cg02166601,0
cg02167358,0
cg02167456,0
cg02168925,0
cg02169289,0
cg02171705,0
cg02173072,0
cg02177607,0
cg02179029,0
cg02179438,0
cg02179880,0
cg02180347,0
cg02180505,0
cg02180853,0
cg02183297,0
cg02184147,0
cg02185190,0
cg02187432,0
cg02188048,0
cg02188515,0
cg02188860,0
cg02189483,0
cg02190600,0
cg02193580,0
cg02195366,0
cg02195925,0
cg02198544,0
cg02200373,0
cg02201836,0
cg02205962,0
cg02210067,0
cg02211783,0
cg02211869,0
cg02212061,1
cg02212907,0
cg02213813,0
cg02214597,0
cg02215374,0
cg02216057,0
cg02223323,0
cg02225164,0
cg02226388,0
cg02229344,0
cg02231229,0
cg02232536,0
cg02232922,0
cg02233493,0
cg02239640,0
cg02261899,0
cg02263204,0
cg02263509,0
cg02263675,0
cg02263717,0
cg02264182,0
cg02264284,0
cg02265919,0
cg02266197,0
cg02268650,0
cg02272668,0
cg02273788,0
cg02274705,0
cg02275016,0
cg02275875,0
cg02275924,0
cg02276461,0
cg02279124,0
cg02279464,0
cg02283106,0
cg02283535,0
cg02285254,0
cg02285579,0
cg02286623,0
cg02288017,0
cg02288667,0
cg02291897,0
cg02293258,0
cg02295369,0
cg02295504,0
cg02301364,0
cg02308199,0
cg02311013,0
cg02318959,0
cg02326006,0
cg02327549,0
cg02329520,0
cg02330362,0
cg02332456,0
cg02333283,0
cg02336026,0
cg02336608,0
cg02337670,0
cg02341380,0
cg02345317,0
cg02350883,0
cg02352295,0
cg02353937,0
cg02354343,0
cg02360119,0
cg02360578,0
cg02362246,0
cg02366635,0
cg02369904,0
cg02370478,0
cg02376524,0
cg02379437,0
cg02386310,0
cg02388446,0
cg02392508,0
cg02393514,0
cg02395364,0
cg02396917,0
cg02402307,0
cg02413104,0
cg02416822,0
cg02417823,0
cg02419467,0
cg02424254,0
cg02424670,0
cg02425869,0
cg02433685,0
cg02433927,0
cg02437314,0
cg02438576,0
cg02442693,0
cg02447370,0
cg02454309,0
cg02456261,0
cg02457752,0
cg02458532,0
cg02459151,0
cg02459704,0
cg02469604,0
cg02471578,0
cg02480419,0
cg02490931,0
cg02492445,0
cg02492740,0
cg02495057,0
cg02495306,0
cg02495445,0
cg02496423,0
cg02497062,0
cg02497718,1
cg02498747,0
cg02501924,0
cg02504280,1
cg02504617,0
cg02505036,0
cg02506527,0
cg02510708,0
cg02512611,0
cg02514307,0
cg02522370,0
cg02523105,0
cg02529390,0
cg02533866,0
cg02534780,0
cg02537091,0
cg02537612,0
cg02538330,0
cg02539591,0
cg02540297,1
cg02540440,0
cg02540826,0
cg02541160,0
cg02543363,0
cg02546818,0
cg02547155,0
cg02547167,0
cg02547323,0
cg02549418,0
cg02559685,0
cg02560273,0
cg02564124,0
cg02569468,0
cg02573613,0
cg02575859,0
cg02576548,0
cg02579620,0
cg02580986,0
cg02581653,0
cg02581727,0
cg02582887,0
cg02583883,0
cg02586883,0
cg02587153,0
cg02588867,0
cg02589074,0
cg02590287,0
cg02590710,0
cg02597128,0
cg02599583,0
cg02600622,0
cg02600772,0
cg02602182,0
cg02602300,0
cg02602528,0
cg02603022,0
cg02604836,0
cg02611122,0
cg02615131,0
cg02616434,0
cg02616921,0
cg02620228,0
cg02621658,0
cg02623256,0
cg02623604,0
cg02624484,0
cg02625237,0
cg02626719,0
cg02629615,0
cg02629737,0
cg02634083,0
cg02634141,0
cg02634916,0
cg02637882,0
cg02637978,0
cg02639619,0
cg02639793,0
cg02644889,0
cg02645343,0
cg02647042,0
cg02647401,0
cg02649608,0
cg02651788,0
cg02665388,0
cg02671603,0
cg02678356,1
cg02684842,1
cg02685544,0
cg02690554,0
cg02693068,0
cg02698615,0
cg02699127,0
cg02702444,0
cg02710173,0
cg02712399,0
cg02714202,0
cg02714462,0
cg02714492,0
cg02722239,0
cg02723311,0
cg02725485,0
cg02725692,0
cg02726808,0
cg02732801,0
cg02733596,0
cg02733659,0
cg02734755,0
cg02741829,0
cg02742139,0
cg02742918,0
cg02742990,0
cg02743552,0
cg02746718,0
cg02752267,0
cg02754763,0
cg02755446,0
cg02756254,0
cg02756511,0
cg02758183,0
cg02763888,0
cg02764898,0
cg02769235,0
cg02770249,0
cg02770794,0
cg02772106,0
cg02772823,0
cg02773050,0
cg02773151,0
cg02773688,0
cg02774269,0
cg02775175,0
cg02775256,0
cg02779592,0
cg02779729,0
cg02784144,0
cg02791948,0
cg02799972,0
cg02803670,0
cg02804166,0
cg02804708,0
cg02804757,0
cg02805922,0
cg02809570,0
cg02810043,0
cg02811156,0
cg02811588,0
cg02812399,0
cg02814558,0
cg02817683,0
cg02817946,0
cg02818322,0
cg02819256,0
cg02819404,0
cg02821380,0
cg02830187,0
cg02830744,0
cg02830865,0
cg02831668,0
cg02834125,0
cg02835735,0
cg02836821,0
cg02839824,0
cg02841824,1
cg02847500,0
cg02853686,0
cg02855049,0
cg02856792,0
cg02857405,0
cg02858817,0
cg02859554,0
cg02860323,0
cg02864732,0
cg02868201,0
cg02869694,0
cg02871887,0
cg02875834,0
cg02877744,0
cg02878966,0
cg02879223,0
cg02879659,0
cg02880544,0
cg02881531,0
cg02882301,0
cg02883100,0
cg02890529,0
cg02890812,0
cg02892589,0
cg02893780,0
cg02894810,0
cg02895192,0
cg02896361,0
cg02896496,0
cg02902015,0
cg02904064,0
cg02904184,0
cg02907441,0
cg02907689,0
cg02909397,0
cg02910451,0
cg02912158,0
cg02914047,0
cg02915422,0
cg02918903,0
cg02921294,0
cg02921434,0
cg02923300,0
cg02924298,0
cg02929371,0
cg02931149,0
cg02931660,0
cg02932763,0
cg02932805,0
cg02934226,1
cg02934281,0
cg02935635,0
cg02936076,0
cg02936290,0
cg02937293,0
cg02938958,0
cg02939216,0
cg02939364,0
cg02940028,0
cg02940221,0
cg02944422,0
cg02949713,0
cg02952681,0
cg02952729,0
cg02953041,0
cg02954623,0
cg02969243,0
cg02971064,0
cg02971392,0
cg02971902,0
cg02973417,0
cg02973734,0
cg02973971,0
cg02975846,0
cg02977829,0
cg02981877,0
cg02989381,0
cg02990147,1
cg02991082,0
cg02992767,0
cg02992777,0
cg02994237,0
cg02994943,0
cg02997061,0
cg02998206,0
cg02998933,0
cg02999370,0
cg03003036,0
cg03003060,0
cg03005718,0
cg03008405,0
cg03010388,0
cg03019024,0
cg03019842,0
cg03020597,0
cg03021892,0
cg03022736,0
cg03022791,0
cg03024957,0
cg03025340,0
cg03025466,1
cg03025760,0
cg03026311,0
cg03027462,0
cg03028216,0
cg03028851,0
cg03031357,0
cg03031520,0
cg03035653,0
cg03038395,0
cg03039483,0
cg03040210,0
cg03043267,0
cg03043405,0
cg03043911,0
cg03044250,0
cg03046946,0
cg03048084,0
cg03050491,0
cg03055372,0
cg03056321,0
cg03056849,0
cg03057808,0
cg03058616,0
cg03060488,0
cg03073000,0
cg03088756,0
cg03089994,0
cg03090449,0
cg03094405,0
cg03096488,0
cg03100923,0
cg03100992,0
cg03101044,0
cg03102729,0
cg03102848,0
cg03104298,0
cg03120461,0
cg03121419,0
cg03122476,0
cg03122511,0
cg03128268,0
cg03130686,0
cg03139204,0
cg03140487,0
cg03147775,0
cg03149049,0
cg03157806,0
cg03159767,0
cg03159836,0
cg03161453,0
cg03164831,0
cg03165260,0
cg03166428,0
cg03169432,0
cg03171708,0
cg03172171,0
cg03174501,0
cg03176466,0
cg03177323,0
cg03181214,0
cg03183094,0
cg03183106,0
cg03184366,0
cg03188519,0
cg03189022,0
cg03191083,0
cg03191149,0
cg03191359,0
cg03197110,1
cg03198117,0
cg03199955,1
cg03201165,0
cg03201658,0
cg03202526,0
cg03204600,0
cg03206476,0
cg03210191,0
cg03210912,0
cg03211244,0
cg03212133,0
cg03213202,0
cg03213502,0
cg03219705,0
cg03221436,0
cg03223687,0
cg03224792,0
cg03236853,0
cg03240752,0
cg03244432,0
cg03244736,0
cg03245429,0
cg03246590,0
cg03248529,0
cg03250346,0
cg03250911,0
cg03252296,0
cg03266942,0
cg03267527,0
cg03267667,0
cg03267787,0
cg03269770,0
cg03272642,0
cg03273606,0
cg03273615,0
cg03273694,0
cg03273860,0
cg03274069,0
cg03278754,0
cg03280420,0
cg03289972,0
cg03291819,0
cg03305185,0
cg03310203,0
cg03313909,0
cg03315431,0
cg03315531,0
cg03317455,0
cg03319489,0
cg03321558,0
cg03323167,0
cg03323437,0
cg03325532,0
cg03327000,0
cg03328165,0
cg03329583,0
cg03331695,0
cg03332892,0
cg03334316,0
cg03335173,0
cg03341064,0
cg03345068,0
cg03347749,0
cg03348338,0
cg03350825,0
cg03350932,0
cg03351894,0
cg03353482,0
cg03356806,0
cg03357510,0
cg03359503,0
cg03360001,0
cg03360374,0
cg03361581,0
cg03363535,0
cg03364121,0
cg03369029,0
cg03369828,0
cg03370193,0
cg03370682,0
cg03371833,0
cg03372815,0
cg03374735,0
cg03375088,0
cg03382925,0
cg03391801,0
cg03422380,0
cg03423123,0
cg03424637,0
cg03424927,0
cg03426344,0
cg03426470,0
cg03435229,1
cg03435878,0
cg03440272,0
cg03440485,0
cg03440535,0
cg03445679,0
cg03445896,0
cg03447800,0
cg03448884,0
cg03449040,0
cg03450733,0
cg03454364,1
cg03455762,0
cg03460546,0
cg03460558,0
cg03464416,0
cg03464883,0
cg03465562,0
cg03465847,0
cg03469514,0
cg03470745,0
cg03477368,0
cg03478540,0
cg03478816,0
cg03484234,0
cg03485809,0
cg03487706,0
cg03487966,0
cg03505772,0
cg03506684,0
cg03508597,0
cg03509565,0
cg03509908,0
cg03512369,0
cg03512439,0
cg03513471,0
cg03514678,0
cg03517379,0
cg03518772,0
cg03523119,0
cg03523199,0
cg03523360,0
cg03523884,0
cg03527511,0
cg03534718,0
cg03536032,0
cg03537243,0
cg03537374,0
cg03544771,0
cg03552552,0
cg03553451,0
cg03553781,0
cg03554089,0
cg03554855,0
cg03558222,0
cg03559234,0
cg03575468,0
cg03576039,0
cg03576235,0
cg03577944,0
cg03578806,0
cg03580328,0
cg03590418,1
cg03595428,0
cg03598440,0
cg03598919,0
